dyad,year,border,caprat,ally,dispute,jio,deml,depl,risk,_st,_d,_t,_t0,pyears
2095,1953,1,1677.79,1,0,32,-1,.00019999999,3,1,0,3,2,2
2095,1954,1,1559.8101,1,0,32,-1,.00019999999,4,1,0,4,3,3
2095,1955,1,1541.77,1,0,32,-1,.00039999999,5,1,0,5,4,4
2095,1956,1,1554.23,1,0,32,4,.00019999999,6,1,0,6,5,5
2095,1957,1,1475.34,1,0,32,4,.00019999999,7,1,0,7,6,6
2095,1958,1,1346.98,1,0,32,4,.00019999999,8,1,0,8,7,7
2095,1959,1,1296.53,1,0,32,4,.00019999999,9,1,0,9,8,8
2095,1960,1,1225.7,1,0,32,4,.00019999999,10,1,0,10,9,9
2095,1961,1,1173.63,1,0,32,4,.00019999999,11,1,0,11,10,10
2095,1962,1,1069.87,1,0,33.200001,4,.00019999999,12,1,0,12,11,11
2095,1963,1,1060.48,1,0,34.400002,4,.00019999999,13,1,0,13,12,12
2095,1964,1,1036.6,1,0,35.599998,4,.00019999999,14,1,0,14,13,13
2095,1965,1,847.41998,1,0,36.799999,4,.00019999999,15,1,0,15,14,14
2095,1966,1,1020.24,1,0,38,4,.00019999999,16,1,0,16,15,15
2095,1967,1,1004.8,1,0,39.200001,4,.00019999999,17,1,0,17,16,16
2095,1968,1,925.96002,1,0,40.400002,-7,.00019999999,18,1,0,18,17,17
2095,1969,1,1080.09,1,0,41.599998,-7,.00019999999,19,1,0,19,18,18
2095,1970,1,1023.84,1,0,42.799999,-7,.00019999999,20,1,0,20,19,19
2095,1971,1,776.88,1,0,44,-7,.00019999999,21,1,0,21,20,20
2095,1972,1,718.73999,1,0,43.42857,-7,.00019999999,22,1,0,22,21,21
2095,1973,1,694.41998,1,0,42.857143,-7,.00019999999,23,1,0,23,22,22
2095,1974,1,675.48999,1,0,42.285713,-7,.00019999999,24,1,0,24,23,23
2095,1975,1,607.53003,1,0,41.714287,-7,.00039999999,25,1,0,25,24,24
2095,1976,1,600.19,1,1,41.142857,-7,.00039999999,26,1,1,26,25,25
2095,1977,1,582.12,1,0,40.57143,-7,.00019999999,27,1,0,27,26,0
2095,1978,1,577.19,1,0,40,-5,.00019999999,28,1,0,28,27,1
2095,1979,1,573.17999,1,0,44,-6,.00019999999,29,1,0,29,28,2
2095,1980,1,527.01001,1,0,48,-6,.00019999999,30,1,0,30,29,3
2095,1981,1,531.65002,1,0,52,-6,.00039999999,31,1,0,31,30,4
2095,1982,1,487.03,1,0,51.599998,-5,.00039999999,32,1,0,32,31,5
2095,1983,1,839.22998,1,0,51.200001,-5,.00039999999,33,1,0,33,32,6
2095,1984,1,984.39001,1,0,50.799999,-5,.00039999999,34,1,0,34,33,7
2095,1985,1,742.52002,1,0,50.400002,-6,.00019999999,35,1,0,35,34,8
2100,1951,0,120.72,1,0,,-5,.0020000001,1,1,0,1,0,0
2100,1952,0,120.11,1,0,31,-5,.0018,2,1,0,2,1,1
2100,1953,0,114.4,1,0,31.5,-5,.0018,3,1,0,3,2,2
2100,1954,0,96.800003,1,0,32,-5,.0022,4,1,0,4,3,3
2100,1955,0,92.489998,1,0,32.5,-5,.0024000001,5,1,0,5,4,4
2100,1956,0,86.870003,1,0,33,-5,.0020000001,6,1,0,6,5,5
2100,1957,0,82.589996,1,0,33.200001,7,.0018,7,1,0,7,6,6
2100,1958,0,75.949997,1,0,33.400002,7,.0014,8,1,0,8,7,7
2100,1959,0,72.989998,1,0,33.599998,7,.0012000001,9,1,0,9,8,8
2100,1960,0,68.620003,1,0,33.799999,7,.0012000001,10,1,0,10,9,9
2100,1961,0,61.509998,1,0,34,7,.0012000001,11,1,0,11,10,10
2100,1962,0,59.900002,1,0,35.599998,7,.001,12,1,0,12,11,11
2100,1963,0,58.130001,1,0,37.200001,7,.001,13,1,0,13,12,12
2100,1964,0,55.490002,1,0,38.799999,7,.00079999998,14,1,0,14,13,13
2100,1965,0,46.34,1,0,40.400002,7,.00079999998,15,1,0,15,14,14
2100,1966,0,57.290001,1,0,42,7,.00079999998,16,1,0,16,15,15
2100,1967,0,56.669998,1,0,43.599998,7,.00079999998,17,1,0,17,16,16
2100,1968,0,56.560001,1,0,45.200001,7,.00060000003,18,1,0,18,17,17
2100,1969,0,55.279999,1,0,46.799999,7,.00060000003,19,1,0,19,18,18
2100,1970,0,51.439999,1,0,48.400002,7,.00060000003,20,1,0,20,19,19
2100,1971,0,47.98,1,0,50,7,.00060000003,21,1,0,21,20,20
2100,1972,0,47.599998,1,0,49,7,.00060000003,22,1,0,22,21,21
2100,1973,0,46.220001,1,0,48,7,.00060000003,23,1,0,23,22,22
2100,1974,0,44.439999,1,0,47,8,.00060000003,24,1,0,24,23,23
2100,1975,0,41.599998,1,0,46,8,.00079999998,25,1,0,25,24,24
2100,1976,0,42.150002,1,0,45,8,.00079999998,26,1,0,26,25,25
2100,1977,0,41.369999,1,0,44,8,.00079999998,27,1,0,27,26,26
2100,1978,0,39.16,1,0,43,8,.00079999998,28,1,0,28,27,27
2100,1979,0,39.43,1,0,45.333332,8,.001,29,1,0,29,28,28
2100,1980,0,37.419998,1,0,47.666668,8,.001,30,1,0,30,29,29
2100,1981,0,38.290001,1,0,50,8,.0012000001,31,1,0,31,30,30
2100,1982,0,36.150002,1,0,51.400002,8,.00079999998,32,1,0,32,31,31
2100,1983,0,65.919998,1,0,52.799999,8,.00079999998,33,1,0,33,32,32
2100,1984,0,79.129997,1,0,54.200001,8,.00079999998,34,1,0,34,33,33
2100,1985,0,59.450001,1,0,55.599998,8,.00079999998,35,1,0,35,34,34
2101,1951,0,207.59,1,0,,-3,.0026,1,1,0,1,0,0
2101,1952,0,208.64999,1,0,33,-3,.0024000001,2,1,0,2,1,1
2101,1953,0,192.24001,1,0,32.75,-3,.0026,3,1,0,3,2,2
2101,1954,0,170.06,1,0,32.5,-3,.0026,4,1,0,4,3,3
2101,1955,0,151.13,1,0,32.25,-3,.003,5,1,0,5,4,4
2101,1956,0,138.66,1,0,32,-3,.003,6,1,0,6,5,5
2101,1957,0,106.46,1,0,32.799999,-3,.0034,7,1,0,7,6,6
2101,1958,0,99.300003,1,0,33.599998,6,.0044,8,1,0,8,7,7
2101,1959,0,89.449997,1,0,34.400002,6,.0038000001,9,1,0,9,8,8
2101,1960,0,86.849998,1,0,35.200001,6,.0034,10,1,0,10,9,9
2101,1961,0,82.980003,1,0,36,6,.003,11,1,0,11,10,10
2101,1962,0,78.07,1,0,37.099998,6,.0027999999,12,1,0,12,11,11
2101,1963,0,73.239998,1,0,38.200001,6,.0026,13,1,0,13,12,12
2101,1964,0,72.110001,1,0,39.299999,6,.0026,14,1,0,14,13,13
2101,1965,0,60.619999,1,0,40.400002,6,.0026,15,1,0,15,14,14
2101,1966,0,80.129997,1,0,41.5,6,.0024000001,16,1,0,16,15,15
2101,1967,0,77.540001,1,0,42.599998,6,.0022,17,1,0,17,16,16
2101,1968,0,72.610001,1,0,43.700001,6,.0020000001,18,1,0,18,17,17
2101,1969,0,71.769997,1,0,44.799999,7,.0018,19,1,0,19,18,18
2101,1970,0,62.619999,1,0,45.900002,9,.0018,20,1,0,20,19,19
2101,1971,0,63.639999,1,0,47,9,.0020000001,21,1,0,21,20,20
2101,1972,0,60.93,1,0,46.42857,9,.0020000001,22,1,0,22,21,21
2101,1973,0,57.759998,1,0,45.857143,9,.0020000001,23,1,0,23,22,22
2101,1974,0,54.360001,1,0,45.285713,9,.0022,24,1,0,24,23,23
2101,1975,0,49.639999,1,0,44.714287,9,.0046000001,25,1,0,25,24,24
2101,1976,0,50.52,1,0,44.142857,9,.0038000001,26,1,0,26,25,25
2101,1977,0,48.369999,1,0,43.57143,9,.0035999999,27,1,0,27,26,26
2101,1978,0,47.889999,1,0,43,9,.0038000001,28,1,0,28,27,27
2101,1979,0,45.369999,1,0,48.333332,9,.0034,29,1,0,29,28,28
2101,1980,0,40.57,1,0,53.666668,9,.0038000001,30,1,0,30,29,29
2101,1981,0,40.77,1,0,59,9,.0038000001,31,1,0,31,30,30
2101,1982,0,35.68,1,0,58.799999,9,.0035999999,32,1,0,32,31,31
2101,1983,0,79,1,0,58.599998,9,.0031999999,33,1,0,33,32,32
2101,1984,0,88.269997,1,0,58.400002,9,.0024000001,34,1,0,34,33,33
2101,1985,0,68.400002,1,0,58.200001,9,.0027999999,35,1,0,35,34,34
2110,1966,0,3618.53,0,0,,2,0,1,1,0,1,0,0
2110,1967,0,3458.75,0,0,12.956862,1,0,2,1,0,2,1,1
2110,1968,0,3516.99,0,0,13.982353,1,0,3,1,0,3,2,2
2110,1969,0,3485.75,0,0,15.007843,1,0,4,1,0,4,3,3
2110,1970,0,3167.8201,0,0,16.033333,1,0,5,1,0,5,4,4
2110,1971,0,2648.9299,0,0,20,1,0,6,1,0,6,5,5
2110,1972,0,2569.1399,0,0,20,1,0,7,1,0,7,6,6
2110,1973,0,2428.7,0,0,20,1,0,8,1,0,8,7,7
2110,1974,0,2432.1399,0,0,20,1,0,9,1,0,9,8,8
2110,1975,0,2227.1499,0,0,20,1,.00019999999,10,1,0,10,9,9
2110,1976,0,2130.53,0,0,20,1,.00019999999,11,1,0,11,10,10
2110,1977,0,2177.1699,0,0,20,1,0,12,1,0,12,11,11
2110,1978,0,2136.6201,0,0,20,0,0,13,1,0,13,12,12
2110,1979,0,1643.26,0,0,23.333334,0,0,14,1,0,14,13,13
2110,1980,0,1426.7,0,0,26.666666,-7,0,15,1,0,15,14,14
2110,1981,0,1476.47,0,0,30,-7,0,16,1,0,16,15,15
2110,1982,0,1395.16,0,0,30.4,-7,0,17,1,0,17,16,16
2110,1983,0,2708.1299,0,0,30.799999,-7,0,18,1,0,18,17,17
2110,1984,0,2500.55,0,0,31.200001,-7,0,19,1,0,19,18,18
2110,1985,0,2020.41,0,0,31.6,-7,0,20,1,0,20,19,19
2130,1951,0,445.85001,1,0,,2,.00019999999,1,1,0,1,0,0
2130,1952,0,455.39001,1,1,31,2,.00019999999,2,1,1,2,1,1
2130,1953,0,455.10999,1,0,31.25,2,.00019999999,3,1,0,3,2,0
2130,1954,0,406.70999,1,1,31.5,2,.00019999999,4,1,1,4,3,1
2130,1955,0,352.95999,1,1,31.75,2,.00039999999,5,1,1,5,4,0
2130,1956,0,341.32001,1,0,32,2,.00019999999,6,1,0,6,5,0
2130,1957,0,336.76999,1,0,32.599998,2,.00019999999,7,1,0,7,6,1
2130,1958,0,307.5,1,0,33.200001,2,.00019999999,8,1,0,8,7,2
2130,1959,0,298.54999,1,0,33.799999,2,.00019999999,9,1,0,9,8,3
2130,1960,0,286.23001,1,0,34.400002,2,.00019999999,10,1,0,10,9,4
2130,1961,0,255.28999,1,0,35,-1,.00019999999,11,1,0,11,10,5
2130,1962,0,265.14999,1,0,36.099998,-1,.00019999999,12,1,0,12,11,6
2130,1963,0,265.32001,1,1,37.200001,-1,.00019999999,13,1,1,13,12,7
2130,1964,0,259.79999,1,0,38.299999,-1,.00019999999,14,1,0,14,13,0
2130,1965,0,226.24001,1,0,39.400002,-1,.00019999999,15,1,0,15,14,1
2130,1966,0,276.42001,1,0,40.5,-1,.00019999999,16,1,0,16,15,2
2130,1967,0,277.10001,1,1,41.599998,-2,.00019999999,17,1,1,17,16,3
2130,1968,0,272.98001,1,0,42.700001,1,.00019999999,18,1,0,18,17,0
2130,1969,0,261.51001,1,0,43.799999,1,.00019999999,19,1,0,19,18,1
2130,1970,0,239.25999,1,0,44.900002,0,.00019999999,20,1,0,20,19,2
2130,1971,0,219.97,1,1,46,0,.00019999999,21,1,1,21,20,3
2130,1972,0,209.35001,1,1,45.285713,-5,.00019999999,22,1,1,22,21,0
2130,1973,0,196.53999,1,0,44.57143,-5,.00019999999,23,1,0,23,22,0
2130,1974,0,186.63,1,0,43.857143,-5,.00019999999,24,1,0,24,23,1
2130,1975,0,169.56,1,0,43.142857,-5,.00060000003,25,1,0,25,24,2
2130,1976,0,161.25999,1,0,42.42857,-5,.00060000003,26,1,0,26,25,3
2130,1977,0,153.25,1,0,41.714287,-5,.00060000003,27,1,0,27,26,4
2130,1978,0,147.58,1,0,41,-5,.00060000003,28,1,0,28,27,5
2130,1979,0,136.47,1,0,46.333332,9,.00060000003,29,1,0,29,28,6
2130,1980,0,124.62,1,1,51.666668,9,.00060000003,30,1,1,30,29,7
2130,1981,0,125.54,1,1,57,9,.00060000003,31,1,1,31,30,0
2130,1982,0,118.63,1,0,56,9,.00060000003,32,1,0,32,31,0
2130,1983,0,208.07001,1,0,55,9,.00060000003,33,1,0,33,32,1
2130,1984,0,244.17999,1,0,54,8,.00060000003,34,1,0,34,33,2
2130,1985,0,179.88,1,0,53,8,.00060000003,35,1,0,35,34,3
2135,1951,0,172.06,1,0,,4,.00039999999,1,1,0,1,0,0
2135,1952,0,172.99001,1,0,34,4,.00060000003,2,1,0,2,1,1
2135,1953,0,169.27,1,0,34.75,4,.00060000003,3,1,0,3,2,2
2135,1954,0,151.92999,1,0,35.5,4,.00060000003,4,1,0,4,3,3
2135,1955,0,147.50999,1,1,36.25,4,.00060000003,5,1,1,5,4,4
2135,1956,0,138.95,1,0,37,4,.00060000003,6,1,0,6,5,0
2135,1957,0,131.25,1,0,36.400002,4,.00079999998,7,1,0,7,6,1
2135,1958,0,117.87,1,0,35.799999,4,.00079999998,8,1,0,8,7,2
2135,1959,0,114.47,1,0,35.200001,4,.00079999998,9,1,0,9,8,3
2135,1960,0,110.81,1,0,34.599998,5,.00060000003,10,1,0,10,9,4
2135,1961,0,107.23,1,0,34,5,.00060000003,11,1,0,11,10,5
2135,1962,0,100.32,1,1,35.599998,5,.00079999998,12,1,1,12,11,6
2135,1963,0,89.790001,1,0,37.200001,5,.00079999998,13,1,0,13,12,0
2135,1964,0,95.040001,1,0,38.799999,5,.00079999998,14,1,0,14,13,1
2135,1965,0,81.379997,1,0,40.400002,5,.00079999998,15,1,0,15,14,2
2135,1966,0,96.529999,1,0,42,5,.00079999998,16,1,0,16,15,3
2135,1967,0,92.419998,1,0,43.599998,5,.00079999998,17,1,0,17,16,4
2135,1968,0,92,1,0,45.200001,-7,.00079999998,18,1,0,18,17,5
2135,1969,0,86.809998,1,1,46.799999,-7,.00060000003,19,1,1,19,18,6
2135,1970,0,80.160004,1,0,48.400002,-7,.00060000003,20,1,0,20,19,0
2135,1971,0,72.860001,1,0,50,-7,.00060000003,21,1,0,21,20,1
2135,1972,0,70.419998,1,1,49,-7,.00039999999,22,1,1,22,21,2
2135,1973,0,66.019997,1,0,48,-7,.00060000003,23,1,0,23,22,0
2135,1974,0,61.889999,1,0,47,-7,.00060000003,24,1,0,24,23,1
2135,1975,0,55.599998,1,0,46,-7,.00079999998,25,1,0,25,24,2
2135,1976,0,53.419998,1,0,45,-7,.00079999998,26,1,0,26,25,3
2135,1977,0,49.919998,1,0,44,-7,.00060000003,27,1,0,27,26,4
2135,1980,0,41.98,1,0,43,7,.00079999998,28,1,0,28,27,7
2135,1981,0,40.189999,1,0,61,7,.001,29,1,0,29,28,8
2135,1982,0,35.580002,1,0,61,7,.001,30,1,0,30,29,9
2135,1983,0,60.299999,1,0,61,7,.00079999998,31,1,0,31,30,10
2135,1984,0,69.010002,1,0,61,7,.00060000003,32,1,0,32,31,11
2135,1985,0,55.200001,1,0,61,7,.00060000003,33,1,0,33,32,12
2140,1951,0,23.469999,1,0,,5,.0040000002,1,1,0,1,0,0
2140,1952,0,23.49,1,0,43,5,.0049999999,2,1,0,2,1,1
2140,1953,0,23.25,1,0,43.25,5,.0040000002,3,1,0,3,2,2
2140,1954,0,21.559999,1,0,43.5,5,.0031999999,4,1,0,4,3,3
2140,1955,0,23.08,1,0,43.75,5,.0031999999,5,1,0,5,4,4
2140,1956,0,21.700001,1,0,44,5,.0024000001,6,1,0,6,5,5
2140,1957,0,20.58,1,0,43.799999,5,.0026,7,1,0,7,6,6
2140,1958,0,17.219999,1,0,43.599998,6,.0027999999,8,1,0,8,7,7
2140,1959,0,16.83,1,0,43.400002,6,.0026,9,1,0,9,8,8
2140,1960,0,15.93,1,0,43.200001,6,.0022,10,1,0,10,9,9
2140,1961,0,15.11,1,0,43,5,.0020000001,11,1,0,11,10,10
2140,1962,0,14.93,1,0,44.222221,5,.0022,12,1,0,12,11,11
2140,1963,0,14.63,1,0,45.444443,3,.0018,13,1,0,13,12,12
2140,1965,0,12.26,1,0,46.666668,-9,.0016,14,1,0,14,13,14
2140,1966,0,14.25,1,0,47.888889,-9,.0012000001,15,1,0,15,14,15
2140,1967,0,14.59,1,0,49.111111,-9,.0016,16,1,0,16,15,16
2140,1968,0,14.19,1,0,50.333332,-9,.0014,17,1,0,17,16,17
2140,1969,0,13.01,1,0,51.555557,-9,.0016,18,1,0,18,17,18
2140,1970,0,11.98,1,0,52.777779,-9,.0014,19,1,0,19,18,19
2140,1971,0,11.52,1,0,54,-9,.0016,20,1,0,20,19,20
2140,1972,0,11.06,1,0,54,-9,.0016,21,1,0,21,20,21
2140,1973,0,10.49,1,0,54,-9,.0018,22,1,0,22,21,22
2140,1974,0,9.9300003,1,0,54,-4,.0024000001,23,1,0,23,22,23
2140,1975,0,8.9399996,1,0,54,-4,.0034,24,1,0,24,23,24
2140,1976,0,8.6099997,1,0,54,-4,.003,25,1,0,25,24,25
2140,1977,0,8.2299995,1,0,54,-4,.0026,26,1,0,26,25,26
2140,1978,0,8.3299999,1,0,54,-4,.0024000001,27,1,0,27,26,27
2140,1979,0,8.1899996,1,0,54.666668,-4,.0026,28,1,0,28,27,28
2140,1980,0,7.8299999,1,0,55.333332,-4,.0027999999,29,1,0,29,28,29
2140,1981,0,8.3100004,1,0,56,-4,.003,30,1,0,30,29,30
2140,1982,0,7.75,1,0,58,-3,.0027999999,31,1,0,31,30,31
2140,1983,0,12.38,1,0,60,-3,.0026,32,1,0,32,31,32
2140,1984,0,14.35,1,0,62,-3,.0024000001,33,1,0,33,32,33
2140,1985,0,10.07,1,0,64,9,.0027999999,34,1,0,34,33,34
2145,1951,0,585.08002,1,0,,-5,.00019999999,1,1,0,1,0,0
2145,1956,0,526.38,1,0,28,-3,.00019999999,2,1,0,2,1,5
2145,1957,0,470.76999,1,0,27.6,-3,.00019999999,3,1,0,3,2,6
2145,1958,0,479.51999,1,0,27.200001,-3,.00019999999,4,1,0,4,3,7
2145,1959,0,464.01999,1,0,26.799999,-3,0,5,1,0,5,4,8
2145,1960,0,452.17999,1,0,26.4,-3,0,6,1,0,6,5,9
2145,1961,0,395.62,1,0,26,-3,0,7,1,0,7,6,10
2145,1962,0,371.76999,1,0,27.6,-3,0,8,1,0,8,7,11
2145,1963,0,364,1,0,29.200001,-3,0,9,1,0,9,8,12
2145,1964,0,351.82001,1,0,30.799999,-4,0,10,1,0,10,9,13
2145,1965,0,306.48999,1,0,32.400002,-4,.00019999999,11,1,0,11,10,14
2145,1966,0,369.92001,1,0,34,-4,.00019999999,12,1,0,12,11,15
2145,1967,0,341.97,1,0,35.599998,-4,.00019999999,13,1,0,13,12,16
2145,1968,0,348.66,1,0,37.200001,-4,.00019999999,14,1,0,14,13,17
2145,1969,0,339.64999,1,0,38.799999,-4,0,15,1,0,15,14,18
2145,1970,0,308.64999,1,0,40.400002,-5,0,16,1,0,16,15,19
2145,1971,0,272.62,1,0,42,-7,0,17,1,0,17,16,20
2145,1972,0,263.01999,1,0,41.285713,-7,0,18,1,0,18,17,21
2145,1973,0,254.41,1,0,40.57143,-7,0,19,1,0,19,18,22
2145,1974,0,233.17999,1,0,39.857143,-7,0,20,1,0,20,19,23
2145,1975,0,208.53,1,0,39.142857,-7,.00019999999,21,1,0,21,20,24
2145,1976,0,211.64,1,0,38.42857,-7,.00019999999,22,1,0,22,21,25
2145,1977,0,204.13,1,0,37.714287,-7,.00019999999,23,1,0,23,22,26
2145,1978,0,208.09,1,0,37,-7,.00019999999,24,1,0,24,23,27
2145,1979,0,202.89,1,0,38.333332,-4,.00019999999,25,1,0,25,24,28
2145,1980,0,189.38,1,0,39.666668,-7,.00019999999,26,1,0,26,25,29
2145,1981,0,186.39,1,0,41,-7,.00019999999,27,1,0,27,26,30
2145,1982,0,170.96001,1,0,40.599998,7,.00019999999,28,1,0,28,27,31
2145,1983,0,290.25,1,0,40.200001,7,0,29,1,0,29,28,32
2145,1984,0,333,1,0,39.799999,7,0,30,1,0,30,29,33
2145,1985,0,258.10001,1,0,39.400002,8,0,31,1,0,31,30,34
2150,1951,0,946.79999,1,0,,-5,0,1,1,0,1,0,0
2150,1952,0,1089.33,1,0,26,-5,0,2,1,0,2,1,1
2150,1953,0,1089.09,1,0,27,-5,0,3,1,0,3,2,2
2150,1954,0,905.67999,1,0,28,-9,0,4,1,0,4,3,3
2150,1955,0,896.81,1,0,29,-9,0,5,1,0,5,4,4
2150,1956,0,902.60999,1,0,30,-9,0,6,1,0,6,5,5
2150,1957,0,852.81,1,0,30.200001,-9,0,7,1,0,7,6,6
2150,1958,0,785.26001,1,0,30.4,-9,0,8,1,0,8,7,7
2150,1959,0,702.13,1,0,30.6,-9,0,9,1,0,9,8,8
2150,1960,0,698.66998,1,0,30.799999,-9,0,10,1,0,10,9,9
2150,1961,0,681.89001,1,0,31,-9,0,11,1,0,11,10,10
2150,1962,0,670.47998,1,0,31.6,-9,0,12,1,0,12,11,11
2150,1963,0,678.98999,1,0,32.200001,-9,0,13,1,0,13,12,12
2150,1964,0,562.34003,1,0,32.799999,-9,0,14,1,0,14,13,13
2150,1965,0,486.19,1,0,33.400002,-9,0,15,1,0,15,14,14
2150,1966,0,631.76001,1,0,34,-9,0,16,1,0,16,15,15
2150,1967,0,671.95001,1,0,34.599998,-8,0,17,1,0,17,16,16
2150,1968,0,677.48999,1,0,35.200001,-8,0,18,1,0,18,17,17
2150,1969,0,664.04999,1,0,35.799999,-8,0,19,1,0,19,18,18
2150,1970,0,609.98999,1,0,36.400002,-8,0,20,1,0,20,19,19
2150,1971,0,578.40002,1,0,37,-8,0,21,1,0,21,20,20
2150,1972,0,556.21002,1,0,36.857143,-8,0,22,1,0,22,21,21
2150,1973,0,523.81,1,0,36.714287,-8,0,23,1,0,23,22,22
2150,1974,0,504.23999,1,0,36.57143,-8,0,24,1,0,24,23,23
2150,1975,0,478.12,1,0,36.42857,-8,0,25,1,0,25,24,24
2150,1976,0,446.04999,1,0,36.285713,-8,0,26,1,0,26,25,25
2150,1977,0,444.89001,1,0,36.142857,-8,0,27,1,0,27,26,26
2150,1978,0,439.45999,1,0,36,-8,0,28,1,0,28,27,27
2150,1979,0,445.32001,1,0,39.666668,-8,0,29,1,0,29,28,28
2150,1980,0,418.5,1,0,43.333332,-8,.00019999999,30,1,0,30,29,29
2150,1981,0,430.66,1,0,47,-8,0,31,1,0,31,30,30
2150,1982,0,397.78,1,0,46,-8,0,32,1,0,32,31,31
2150,1983,0,660.32001,1,0,45,-8,0,33,1,0,33,32,32
2150,1984,0,791.34003,1,0,44,-8,0,34,1,0,34,33,33
2150,1985,0,642.75,1,0,43,-8,0,35,1,0,35,34,34
2155,1951,0,135.34,1,0,,2,.00079999998,1,1,0,1,0,0
2155,1952,0,137.5,1,0,33,2,.0012000001,2,1,0,2,1,1
2155,1953,0,116.2,1,0,33,2,.0012000001,3,1,0,3,2,2
2155,1954,0,121.49,1,0,33,2,.001,4,1,0,4,3,3
2155,1955,0,123.42,1,0,33,5,.00079999998,5,1,0,5,4,4
2155,1956,0,116.76,1,0,33,5,.00079999998,6,1,0,6,5,5
2155,1957,0,114.26,1,1,33.599998,5,.001,7,1,1,7,6,6
2155,1958,0,105.11,1,0,34.200001,5,.001,8,1,0,8,7,0
2155,1959,0,99.150002,1,0,34.799999,5,.00079999998,9,1,0,9,8,1
2155,1960,0,94.519997,1,0,35.400002,5,.00079999998,10,1,0,10,9,2
2155,1961,0,89.959999,1,0,36,5,.00079999998,11,1,0,11,10,3
2155,1962,0,84.199997,1,0,37.5,5,.00079999998,12,1,0,12,11,4
2155,1963,0,84.959999,1,0,39,6,.00060000003,13,1,0,13,12,5
2155,1964,0,81.5,1,0,40.5,6,.00060000003,14,1,0,14,13,6
2155,1965,0,72.57,1,0,42,6,.00060000003,15,1,0,15,14,7
2155,1966,0,80.900002,1,0,43.5,6,.00060000003,16,1,0,16,15,8
2155,1967,0,81.279999,1,0,45,6,.00060000003,17,1,0,17,16,9
2155,1968,0,83.699997,1,0,46.5,6,.00060000003,18,1,0,18,17,10
2155,1969,0,81.330002,1,0,48,6,.00060000003,19,1,0,19,18,11
2155,1970,0,75.690002,1,0,49.5,6,.00039999999,20,1,0,20,19,12
2155,1971,0,71.660004,1,0,51,6,.00039999999,21,1,0,21,20,13
2155,1972,0,73.739998,1,0,50.142857,6,.00019999999,22,1,0,22,21,14
2155,1973,0,69.5,1,0,49.285713,-7,.00019999999,23,1,0,23,22,15
2155,1974,0,65.410004,1,0,48.42857,-7,.00019999999,24,1,0,24,23,16
2155,1975,0,63.610001,1,0,47.57143,-7,.00060000003,25,1,0,25,24,17
2155,1976,0,61.869999,1,0,46.714287,-7,.00039999999,26,1,0,26,25,18
2155,1977,0,59.099998,1,0,45.857143,-7,.00039999999,27,1,0,27,26,19
2155,1978,0,57.970001,1,0,45,-7,.00039999999,28,1,0,28,27,20
2155,1979,0,55.5,1,0,45.666668,-7,.00060000003,29,1,0,29,28,21
2155,1980,0,50.82,1,0,46.333332,-7,.00060000003,30,1,0,30,29,22
2155,1981,0,49.919998,1,0,47,-7,.00060000003,31,1,0,31,30,23
2155,1982,0,51.029999,1,0,48.400002,-7,.00060000003,32,1,0,32,31,24
2155,1983,0,85.230003,1,0,49.799999,-6,.00060000003,33,1,0,33,32,25
2155,1984,0,95.690002,1,0,51.200001,-6,.00060000003,34,1,0,34,33,26
2155,1985,0,82.830002,1,0,52.599998,-6,.00039999999,35,1,0,35,34,27
2160,1951,0,40.02,1,0,,-9,.0012000001,1,1,0,1,0,0
2160,1952,0,40.889999,1,0,41,-9,.0014,2,1,0,2,1,1
2160,1953,0,40.59,1,0,41.142857,-9,.001,3,1,0,3,2,2
2160,1954,0,36.380001,1,0,41.285713,-9,.00079999998,4,1,0,4,3,3
2160,1957,0,32.970001,1,0,41.42857,-1,.00079999998,5,1,0,5,4,6
2160,1958,0,31.91,1,0,41.57143,-1,.001,6,1,0,6,5,7
2160,1959,0,31.58,1,0,41.714287,-1,.00079999998,7,1,0,7,6,8
2160,1960,0,31.530001,1,0,41.857143,-1,.00079999998,8,1,0,8,7,9
2160,1961,0,30.17,1,0,42,-1,.00079999998,9,1,0,9,8,10
2160,1962,0,30.23,1,0,43.099998,-1,.001,10,1,0,10,9,11
2160,1963,0,30.1,1,0,44.200001,-1,.00079999998,11,1,0,11,10,12
2160,1964,0,29.33,1,0,45.299999,-1,.00060000003,12,1,0,12,11,13
2160,1965,0,24.91,1,0,46.400002,-1,.00060000003,13,1,0,13,12,14
2160,1966,0,30.02,1,0,47.5,-9,.00060000003,14,1,0,14,13,15
2160,1967,0,31.58,1,0,48.599998,-9,.00060000003,15,1,0,15,14,16
2160,1968,0,31.559999,1,0,49.700001,-9,.00039999999,16,1,0,16,15,17
2160,1969,0,29.35,1,0,50.799999,-9,.00060000003,17,1,0,17,16,18
2160,1970,0,27.139999,1,0,51.900002,-9,.00060000003,18,1,0,18,17,19
2160,1971,0,26.42,1,0,53,-9,.00060000003,19,1,0,19,18,20
2160,1972,0,26.18,1,0,52.857143,-9,.00060000003,20,1,0,20,19,21
2160,1973,0,25.52,1,0,52.714287,6,.00060000003,21,1,0,21,20,22
2160,1974,0,24.35,1,0,52.57143,6,.00060000003,22,1,0,22,21,23
2160,1975,0,23.76,1,0,52.42857,6,.00060000003,23,1,0,23,22,24
2160,1976,0,23.82,1,0,52.285713,-9,.00060000003,24,1,0,24,23,25
